player_name,season,player_dob,dob_display,forename,surname,pl_index
Harry Littlehales,1923/24,1901-08-26,,Harry,Littlehales,"Littlehales, Harry"
Harry Littlehales,1924/25,1901-08-26,,Harry,Littlehales,"Littlehales, Harry"
Harry Littlehales,1925/26,1901-08-26,,Harry,Littlehales,"Littlehales, Harry"
Harry Littlehales,1926/27,1901-08-26,,Harry,Littlehales,"Littlehales, Harry"
Harry Littlehales,1927/28,1901-08-26,,Harry,Littlehales,"Littlehales, Harry"
Harry Littlehales,1928/29,1901-08-26,,Harry,Littlehales,"Littlehales, Harry"
Harry Littlehales,1929/30,1901-08-26,,Harry,Littlehales,"Littlehales, Harry"
Harry Littlehales,1930/31,1901-08-26,,Harry,Littlehales,"Littlehales, Harry"
Harry Littlehales,1931/32,1901-08-26,,Harry,Littlehales,"Littlehales, Harry"
Duggie Livingstone,1930/31,1898-02-25,,Duggie,Livingstone,"Livingstone, Duggie"
Duggie Livingstone,1931/32,1898-02-25,,Duggie,Livingstone,"Livingstone, Duggie"
Duggie Livingstone,1932/33,1898-02-25,,Duggie,Livingstone,"Livingstone, Duggie"
Danny Lloyd,2020/21,1991-12-03,,Danny,Lloyd,"Lloyd, Danny"
Evan Lloyd,1921/22,,Unknown,Evan,Lloyd,"Lloyd, Evan"
Harold Lloyd,1945/46,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1946/47,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1947/48,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1948/49,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1949/50,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1950/51,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1951/52,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1952/53,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1953/54,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1954/55,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Harold Lloyd,1956/57,1920-03-12,,Harold,Lloyd,"Lloyd, Harold"
Shaleum Logan,2009/10,1988-01-29,,Shaleum,Logan,"Logan, Shaleum"
Arthur Lomax,2022/23,2004-05-17,,Arthur,Lomax,"Lomax, Arthur"
John Lomax,1922/23,,Unknown,John,Lomax,"Lomax, John"
Tyrone Loran,2002/03,1981-06-29,,Tyrone,Loran,"Loran, Tyrone"
Tyrone Loran,2003/04,1981-06-29,,Tyrone,Loran,"Loran, Tyrone"
Tyrone Loran,2004/05,1981-06-29,,Tyrone,Loran,"Loran, Tyrone"
Roy Lorenson,1960/61,1932-04-08,,Roy,Lorenson,"Lorenson, Roy"
Roy Lorenson,1961/62,1932-04-08,,Roy,Lorenson,"Lorenson, Roy"
Jack Lornie,1964/65,1939-03-02,,Jack,Lornie,"Lornie, Jack"
Jack Lornie,1965/66,1939-03-02,,Jack,Lornie,"Lornie, Jack"
Jason Lowe,2025/26,1991-09-02,,Jason,Lowe,"Lowe, Jason"
Ryan Lowe,2013/14,1978-09-18,,Ryan,Lowe,"Lowe, Ryan"
Eddie Loyden,1972/73,1945-12-22,,Eddie,Loyden,"Loyden, Eddie"
Eddie Loyden,1973/74,1945-12-22,,Eddie,Loyden,"Loyden, Eddie"
Callum Lucy,2016/17,1998-11-09,,Callum,Lucy,"Lucy, Callum"
Jim Lumby,1979/80,1954-10-02,,Jim,Lumby,"Lumby, Jim"
Jim Lumby,1980/81,1954-10-02,,Jim,Lumby,"Lumby, Jim"
Calum MacDonald,2020/21,1997-12-18,,Calum,MacDonald,"MacDonald, Calum"
Calum MacDonald,2021/22,1997-12-18,,Calum,MacDonald,"MacDonald, Calum"
John MacDonald,1949/50,1921-09-01,,John,MacDonald,"MacDonald, John"
John MacDonald,1950/51,1921-09-01,,John,MacDonald,"MacDonald, John"
John MacDonald,1951/52,1921-09-01,,John,MacDonald,"MacDonald, John"
Willie MacDonald,1934/35,,Unknown,Willie,MacDonald,"MacDonald, Willie"
Willie MacDonald,1935/36,,Unknown,Willie,MacDonald,"MacDonald, Willie"
John MacNamee,1967/68,1942-07-31,,John,MacNamee,"MacNamee, John"
John MacNamee,1968/69,1942-07-31,,John,MacNamee,"MacNamee, John"
John MacNamee,1969/70,1942-07-31,,John,MacNamee,"MacNamee, John"
Josh Macauley,2008/09,1991-03-02,,Josh,Macauley,"Macauley, Josh"
William Mackay,1933/34,,Unknown,William,Mackay,"Mackay, William"
Jack Mackreth,2015/16,1992-04-13,,Jack,Mackreth,"Mackreth, Jack"
Emlyn Maddocks,1936/37,1917-07-06,,Emlyn,Maddocks,"Maddocks, Emlyn"
Jacob Maddox,2019/20,1998-11-03,,Jacob,Maddox,"Maddox, Jacob"
Guy Madjo,2014/15,1984-06-01,,Guy,Madjo,"Madjo, Guy"
Joe Maguire,2021/22,1996-01-18,,Joe,Maguire,"Maguire, Joe"
Aiden Maher,1971/72,1946-12-01,,Aiden,Maher,"Maher, Aiden"
Cyril Maher,1936/37,,Q2 1918,Cyril,Maher,"Maher, Cyril"
Alan Mahon,1995/96,1978-04-04,,Alan,Mahon,"Mahon, Alan"
Alan Mahon,1996/97,1978-04-04,,Alan,Mahon,"Mahon, Alan"
Alan Mahon,1997/98,1978-04-04,,Alan,Mahon,"Mahon, Alan"
Alan Mahon,1998/99,1978-04-04,,Alan,Mahon,"Mahon, Alan"
Alan Mahon,1999/00,1978-04-04,,Alan,Mahon,"Mahon, Alan"
Alan Mahon,2009/10,1978-04-04,,Alan,Mahon,"Mahon, Alan"
Bill Major,1934/35,1911-01-14,,Bill,Major,"Major, Bill"
Bill Major,1935/36,1911-01-14,,Bill,Major,"Major, Bill"
Bill Major,1936/37,1911-01-14,,Bill,Major,"Major, Bill"
John Malcolm,1947/48,1917-05-20,,John,Malcolm,"Malcolm, John"
Chris Malkin,1987/88,1967-06-04,,Chris,Malkin,"Malkin, Chris"
Chris Malkin,1988/89,1967-06-04,,Chris,Malkin,"Malkin, Chris"
Chris Malkin,1989/90,1967-06-04,,Chris,Malkin,"Malkin, Chris"
Chris Malkin,1990/91,1967-06-04,,Chris,Malkin,"Malkin, Chris"
Chris Malkin,1991/92,1967-06-04,,Chris,Malkin,"Malkin, Chris"
Chris Malkin,1992/93,1967-06-04,,Chris,Malkin,"Malkin, Chris"
Chris Malkin,1993/94,1967-06-04,,Chris,Malkin,"Malkin, Chris"
Chris Malkin,1994/95,1967-06-04,,Chris,Malkin,"Malkin, Chris"
Andy Mangan,2015/16,1986-08-30,,Andy,Mangan,"Mangan, Andy"
Andy Mangan,2016/17,1986-08-30,,Andy,Mangan,"Mangan, Andy"
Andy Mangan,2017/18,1986-08-30,,Andy,Mangan,"Mangan, Andy"
John Manning,1962/63,1940-12-11,,John,Manning,"Manning, John"
John Manning,1963/64,1940-12-11,,John,Manning,"Manning, John"
John Manning,1964/65,1940-12-11,,John,Manning,"Manning, John"
John Manning,1965/66,1940-12-11,,John,Manning,"Manning, John"
John Manning,1966/67,1940-12-11,,John,Manning,"Manning, John"
John Manning,1971/72,1940-12-11,,John,Manning,"Manning, John"
Sam Mantom,2010/11,1992-02-20,,Sam,Mantom,"Mantom, Sam"
Johnny Margetts,2015/16,1993-09-28,,Johnny,Margetts,"Margetts, Johnny"
Fred Marquis,1925/26,1899-06-15,,Fred,Marquis,"Marquis, Fred"
Fred Marquis,1926/27,1899-06-15,,Fred,Marquis,"Marquis, Fred"
Barrie Martin,1965/66,1935-09-29,,Barrie,Martin,"Martin, Barrie"
Barrie Martin,1966/67,1935-09-29,,Barrie,Martin,"Martin, Barrie"
Barrie Martin,1967/68,1935-09-29,,Barrie,Martin,"Martin, Barrie"
David Martin,2009/10,1986-01-22,,David,Martin,"Martin, David"
Dave Martindale,1987/88,1964-04-09,,Dave,Martindale,"Martindale, Dave"
Dave Martindale,1988/89,1964-04-09,,Dave,Martindale,"Martindale, Dave"
Dave Martindale,1989/90,1964-04-09,,Dave,Martindale,"Martindale, Dave"
Dave Martindale,1990/91,1964-04-09,,Dave,Martindale,"Martindale, Dave"
Dave Martindale,1991/92,1964-04-09,,Dave,Martindale,"Martindale, Dave"
Dave Martindale,1992/93,1964-04-09,,Dave,Martindale,"Martindale, Dave"
Dave Martindale,1993/94,1964-04-09,,Dave,Martindale,"Martindale, Dave"
Sam Mather,2024/25,2004-09-03,,Sam,Mather,"Mather, Sam"
Ray Mathias,1967/68,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1968/69,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1969/70,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1970/71,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1971/72,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1972/73,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1973/74,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1974/75,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1975/76,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1976/77,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1977/78,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1978/79,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1979/80,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1980/81,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1981/82,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1982/83,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1983/84,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Ray Mathias,1984/85,1946-12-13,,Ray,Mathias,"Mathias, Ray"
Pedro Miguel Matias,1999/00,1973-10-11,,Pedro Miguel,Matias,"Matias, Pedro Miguel"
Vince Matthews,1925/26,1896-01-15,,Vince,Matthews,"Matthews, Vince"
Vince Matthews,1926/27,1896-01-15,,Vince,Matthews,"Matthews, Vince"
Lois Maynard,2015/16,1989-01-22,,Lois,Maynard,"Maynard, Lois"
Lois Maynard,2016/17,1989-01-22,,Lois,Maynard,"Maynard, Lois"
Nicky Maynard,2021/22,1986-12-11,,Nicky,Maynard,"Maynard, Nicky"
Danny Mayor,2008/09,1990-10-18,,Danny,Mayor,"Mayor, Danny"
John Mayson,1937/38,1908-10-24,,John,Mayson,"Mayson, John"
Reece McAlear,2022/23,2002-02-12,,Reece,McAlear,"McAlear, Reece"
Reece McAlear,2023/24,2002-02-12,,Reece,McAlear,"McAlear, Reece"
Jason McAteer,2004/05,1971-06-18,,Jason,McAteer,"McAteer, Jason"
Jason McAteer,2005/06,1971-06-18,,Jason,McAteer,"McAteer, Jason"
Jason McAteer,2006/07,1971-06-18,,Jason,McAteer,"McAteer, Jason"
Hughie McAuley,1973/74,1953-01-08,,Hughie,McAuley,"McAuley, Hughie"
Hughie McAuley,1978/79,1953-01-08,,Hughie,McAuley,"McAuley, Hughie"
Seamus McBennett,1948/49,1925-11-16,,Seamus,McBennett,"McBennett, Seamus"
Seamus McBennett,1949/50,1925-11-16,,Seamus,McBennett,"McBennett, Seamus"
Mike McBurney,1974/75,1953-09-12,,Mike,McBurney,"McBurney, Mike"
Mark McCarrick,1987/88,1962-02-04,,Mark,McCarrick,"McCarrick, Mark"
Mark McCarrick,1988/89,1962-02-04,,Mark,McCarrick,"McCarrick, Mark"
Mark McCarrick,1989/90,1962-02-04,,Mark,McCarrick,"McCarrick, Mark"
Mark McCarrick,1990/91,1962-02-04,,Mark,McCarrick,"McCarrick, Mark"
Mark McChrystal,2010/11,1984-06-26,,Mark,McChrystal,"McChrystal, Mark"
Mark McChrystal,2011/12,1984-06-26,,Mark,McChrystal,"McChrystal, Mark"
Chris McCready,2006/07,1981-09-05,,Chris,McCready,"McCready, Chris"
Chris McCready,2009/10,1981-09-05,,Chris,McCready,"McCready, Chris"
Luke McCullough,2018/19,1994-02-15,,Luke,McCullough,"McCullough, Luke"
Luke McCullough,2019/20,1994-02-15,,Luke,McCullough,"McCullough, Luke"
Kenny McDevitt,1951/52,1929-03-04,,Kenny,McDevitt,"McDevitt, Kenny"
Kenny McDevitt,1952/53,1929-03-04,,Kenny,McDevitt,"McDevitt, Kenny"
Kenny McDevitt,1953/54,1929-03-04,,Kenny,McDevitt,"McDevitt, Kenny"
Kenny McDevitt,1954/55,1929-03-04,,Kenny,McDevitt,"McDevitt, Kenny"
Kenny McDevitt,1955/56,1929-03-04,,Kenny,McDevitt,"McDevitt, Kenny"
Kenny McDevitt,1956/57,1929-03-04,,Kenny,McDevitt,"McDevitt, Kenny"
Kenny McDevitt,1957/58,1929-03-04,,Kenny,McDevitt,"McDevitt, Kenny"
Kenny McDevitt,1958/59,1929-03-04,,Kenny,McDevitt,"McDevitt, Kenny"
Kenny McDevitt,1959/60,1929-03-04,,Kenny,McDevitt,"McDevitt, Kenny"
Gerry McDonagh,2017/18,1998-02-14,,Gerry,McDonagh,"McDonagh, Gerry"
Clayton McDonald,2014/15,1988-12-06,,Clayton,McDonald,"McDonald, Clayton"
Charlie McDonnell,1957/58,1936-07-15,,Charlie,McDonnell,"McDonnell, Charlie"
Charlie McDonnell,1958/59,1936-07-15,,Charlie,McDonnell,"McDonnell, Charlie"
Charlie McDonnell,1959/60,1936-07-15,,Charlie,McDonnell,"McDonnell, Charlie"
Charlie McDonnell,1960/61,1936-07-15,,Charlie,McDonnell,"McDonnell, Charlie"
Charlie McDonnell,1963/64,1936-07-15,,Charlie,McDonnell,"McDonnell, Charlie"
Charlie McDonnell,1964/65,1936-07-15,,Charlie,McDonnell,"McDonnell, Charlie"
James McEveley,2017/18,1985-02-11,,James,McEveley,"McEveley, James"
Roy McFarland,1966/67,1948-04-05,,Roy,McFarland,"McFarland, Roy"
Roy McFarland,1967/68,1948-04-05,,Roy,McFarland,"McFarland, Roy"
Harrison McGahey,2014/15,1995-09-26,,Harrison,McGahey,"McGahey, Harrison"
Luke McGee,2023/24,1995-09-02,,Luke,McGee,"McGee, Luke"
Luke McGee,2024/25,1995-09-02,,Luke,McGee,"McGee, Luke"
Luke McGee,2025/26,1995-09-02,,Luke,McGee,"McGee, Luke"
Pat McGibbon,2002/03,1973-09-06,,Pat,McGibbon,"McGibbon, Pat"
Sean McGinty,2012/13,1993-08-11,,Sean,McGinty,"McGinty, Sean"
Aaron McGowan,2025/26,1996-07-24,,Aaron,McGowan,"McGowan, Aaron"
Joe McGrae,1925/26,1903-10-24,,Joe,McGrae,"McGrae, Joe"
John McGreal,1991/92,1972-06-02,,John,McGreal,"McGreal, John"
John McGreal,1992/93,1972-06-02,,John,McGreal,"McGreal, John"
John McGreal,1993/94,1972-06-02,,John,McGreal,"McGreal, John"
John McGreal,1994/95,1972-06-02,,John,McGreal,"McGreal, John"
John McGreal,1995/96,1972-06-02,,John,McGreal,"McGreal, John"
John McGreal,1996/97,1972-06-02,,John,McGreal,"McGreal, John"
John McGreal,1997/98,1972-06-02,,John,McGreal,"McGreal, John"
John McGreal,1998/99,1972-06-02,,John,McGreal,"McGreal, John"
Jackie McGugan,1960/61,1939-06-12,,Jackie,McGugan,"McGugan, Jackie"
Jackie McGugan,1961/62,1939-06-12,,Jackie,McGugan,"McGugan, Jackie"
Reg McGuire,1982/83,1959-08-24,,Reg,McGuire,"McGuire, Reg"
Adam McGurk,2010/11,1989-01-24,,Adam,McGurk,"McGurk, Adam"
Adam McGurk,2011/12,1989-01-24,,Adam,McGurk,"McGurk, Adam"
Adam McGurk,2012/13,1989-01-24,,Adam,McGurk,"McGurk, Adam"
Kevin McIntyre,1997/98,1977-12-23,,Kevin,McIntyre,"McIntyre, Kevin"
James McKay,1949/50,1918-06-11,,James,McKay,"McKay, James"
Kenny McKenna,1982/83,1960-07-02,,Kenny,McKenna,"McKenna, Kenny"
Kenny McKenna,1987/88,1960-07-02,,Kenny,McKenna,"McKenna, Kenny"
Kenny McKenna,1988/89,1960-07-02,,Kenny,McKenna,"McKenna, Kenny"
Hugh McLaren,1935/36,1901-01-13,,Hugh,McLaren,"McLaren, Hugh"
Hugh McLaren,1936/37,1901-01-13,,Hugh,McLaren,"McLaren, Hugh"
Paul McLaren,2006/07,1976-11-17,,Paul,McLaren,"McLaren, Paul"
Paul McLaren,2007/08,1976-11-17,,Paul,McLaren,"McLaren, Paul"
Paul McLaren,2009/10,1976-11-17,,Paul,McLaren,"McLaren, Paul"
Paul McLaren,2010/11,1976-11-17,,Paul,McLaren,"McLaren, Paul"
Alistair McLellan,1948/49,1922-04-16,,Alistair,McLellan,"McLellan, Alistair"
John McMahon,1983/84,1949-12-07,,John,McMahon,"McMahon, John"
Callum McManaman,2021/22,1991-04-25,,Callum,McManaman,"McManaman, Callum"
Eric McManus,1986/87,1950-11-14,,Eric,McManus,"McManus, Eric"
Ian McMullen,1984/85,1965-11-17,,Ian,McMullen,"McMullen, Ian"
Tom McMurray,1932/33,1911-07-24,,Tom,McMurray,"McMurray, Tom"
Neil McNab,1989/90,1957-06-04,,Neil,McNab,"McNab, Neil"
Neil McNab,1990/91,1957-06-04,,Neil,McNab,"McNab, Neil"
Neil McNab,1991/92,1957-06-04,,Neil,McNab,"McNab, Neil"
Neil McNab,1992/93,1957-06-04,,Neil,McNab,"McNab, Neil"
Dennis McNamara,1954/55,1935-03-08,,Dennis,McNamara,"McNamara, Dennis"
Jim McNulty,2013/14,1985-02-13,,Jim,McNulty,"McNulty, Jim"
Steve McNulty,2015/16,1983-09-26,,Steve,McNulty,"McNulty, Steve"
Steve McNulty,2016/17,1983-09-26,,Steve,McNulty,"McNulty, Steve"
Steve McNulty,2017/18,1983-09-26,,Steve,McNulty,"McNulty, Steve"
Steve McNulty,2018/19,1983-09-26,,Steve,McNulty,"McNulty, Steve"
Josh McPake,2021/22,2001-08-31,,Josh,McPake,"McPake, Josh"
Don McVicar,1985/86,1962-11-06,,Don,McVicar,"McVicar, Don"
Bob Meacock,1933/34,1910-07-26,,Bob,Meacock,"Meacock, Bob"
Bob Meacock,1934/35,1910-07-26,,Bob,Meacock,"Meacock, Bob"
Adam Mekki,2015/16,1991-12-24,,Adam,Mekki,"Mekki, Adam"
Adam Mekki,2016/17,1991-12-24,,Adam,Mekki,"Mekki, Adam"
Micky Mellon,1997/98,1972-03-18,,Micky,Mellon,"Mellon, Micky"
Micky Mellon,1998/99,1972-03-18,,Micky,Mellon,"Mellon, Micky"
Micky Mellon,2000/01,1972-03-18,,Micky,Mellon,"Mellon, Micky"
Micky Mellon,2001/02,1972-03-18,,Micky,Mellon,"Mellon, Micky"
Micky Mellon,2002/03,1972-03-18,,Micky,Mellon,"Mellon, Micky"
Micky Mellon,2003/04,1972-03-18,,Micky,Mellon,"Mellon, Micky"
Arnaud Mendy,2010/11,1990-02-10,,Arnaud,Mendy,"Mendy, Arnaud"
Joe Mercer,1921/22,1890-07-21,,Joe,Mercer,"Mercer, Joe"
Chris Merrie,2021/22,1998-11-02,,Chris,Merrie,"Merrie, Chris"
Chris Merrie,2022/23,1998-11-02,,Chris,Merrie,"Merrie, Chris"
Chris Merrie,2023/24,1998-11-02,,Chris,Merrie,"Merrie, Chris"
Chris Merrie,2024/25,1998-11-02,,Chris,Merrie,"Merrie, Chris"
Sammy Meston,1929/30,1902-05-30,,Sammy,Meston,"Meston, Sammy"
Sammy Meston,1930/31,1902-05-30,,Sammy,Meston,"Meston, Sammy"
Sammy Meston,1931/32,1902-05-30,,Sammy,Meston,"Meston, Sammy"
Alforth Miller,1935/36,1914-09-27,,Alforth,Miller,"Miller, Alforth"
Alforth Miller,1936/37,1914-09-27,,Alforth,Miller,"Miller, Alforth"
Dave Miller,1985/86,1964-01-08,,Dave,Miller,"Miller, Dave"
Ishmael Miller,2018/19,1987-03-05,,Ishmael,Miller,"Miller, Ishmael"
William Miller,1938/39,1910-07-19,,William,Miller,"Miller, William"
Ralph Millington,1950/51,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1951/52,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1952/53,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1953/54,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1954/55,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1955/56,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1956/57,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1957/58,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1958/59,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1959/60,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Ralph Millington,1960/61,1930-06-18,,Ralph,Millington,"Millington, Ralph"
Jimmy Milner,1962/63,1933-02-03,,Jimmy,Milner,"Milner, Jimmy"
Charles Milnes,1921/22,,Q2 1885,Charles,Milnes,"Milnes, Charles"
Barrie Mitchell,1973/74,1947-03-15,,Barrie,Mitchell,"Mitchell, Barrie"
Barrie Mitchell,1974/75,1947-03-15,,Barrie,Mitchell,"Mitchell, Barrie"
Barrie Mitchell,1975/76,1947-03-15,,Barrie,Mitchell,"Mitchell, Barrie"
Frank Mitchell,1923/24,1890-05-25,,Frank,Mitchell,"Mitchell, Frank"
Frank Mitchell,1924/25,1890-05-25,,Frank,Mitchell,"Mitchell, Frank"
Bernard Molyneux,1956/57,1933-09-17,,Bernard,Molyneux,"Molyneux, Bernard"
Fred Molyneux,1970/71,1944-07-25,,Fred,Molyneux,"Molyneux, Fred"
Fred Molyneux,1971/72,1944-07-25,,Fred,Molyneux,"Molyneux, Fred"
Fred Molyneux,1972/73,1944-07-25,,Fred,Molyneux,"Molyneux, Fred"
Lee Molyneux,2014/15,1989-02-24,,Lee,Molyneux,"Molyneux, Lee"
Emmanuel Monthe,2017/18,1995-01-26,,Emmanuel,Monthe,"Monthe, Emmanuel"
Emmanuel Monthe,2018/19,1995-01-26,,Emmanuel,Monthe,"Monthe, Emmanuel"
Emmanuel Monthe,2019/20,1995-01-26,,Emmanuel,Monthe,"Monthe, Emmanuel"
Emmanuel Monthe,2020/21,1995-01-26,,Emmanuel,Monthe,"Monthe, Emmanuel"
Jason Mooney,2012/13,1989-02-26,,Jason,Mooney,"Mooney, Jason"
Jason Mooney,2013/14,1989-02-26,,Jason,Mooney,"Mooney, Jason"
Kevin Mooney,1982/83,1959-08-23,,Kevin,Mooney,"Mooney, Kevin"
Dave Moorcroft,1968/69,1947-03-16,,Dave,Moorcroft,"Moorcroft, Dave"
Dave Moorcroft,1969/70,1947-03-16,,Dave,Moorcroft,"Moorcroft, Dave"
Dave Moorcroft,1970/71,1947-03-16,,Dave,Moorcroft,"Moorcroft, Dave"
Dave Moorcroft,1971/72,1947-03-16,,Dave,Moorcroft,"Moorcroft, Dave"
Eric Moore,1957/58,1926-07-16,,Eric,Moore,"Moore, Eric"
Malcolm Moore,1970/71,1948-12-18,,Malcolm,Moore,"Moore, Malcolm"
Malcolm Moore,1971/72,1948-12-18,,Malcolm,Moore,"Moore, Malcolm"
Malcolm Moore,1972/73,1948-12-18,,Malcolm,Moore,"Moore, Malcolm"
Patrick Moore,1930/31,,~1909,Patrick,Moore,"Moore, Patrick"
Ronnie Moore,1971/72,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
Ronnie Moore,1973/74,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
Ronnie Moore,1974/75,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
Ronnie Moore,1975/76,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
Ronnie Moore,1976/77,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
Ronnie Moore,1977/78,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
Ronnie Moore,1978/79,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
Ronnie Moore,1986/87,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
Ronnie Moore,1987/88,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
Ronnie Moore,1988/89,1953-01-29,,Ronnie,Moore,"Moore, Ronnie"
George Moorhouse,1921/22,1901-04-04,,George,Moorhouse,"Moorhouse, George"
Jimmy Moreton,1921/22,1891-09-22,,Jimmy,Moreton,"Moreton, Jimmy"
Jimmy Moreton,1922/23,1891-09-22,,Jimmy,Moreton,"Moreton, Jimmy"
Jimmy Moreton,1923/24,1891-09-22,,Jimmy,Moreton,"Moreton, Jimmy"
Jimmy Moreton,1924/25,1891-09-22,,Jimmy,Moreton,"Moreton, Jimmy"
Jimmy Moreton,1925/26,1891-09-22,,Jimmy,Moreton,"Moreton, Jimmy"
Jimmy Moreton,1926/27,1891-09-22,,Jimmy,Moreton,"Moreton, Jimmy"
Alan Morgan,1995/96,1973-11-02,,Alan,Morgan,"Morgan, Alan"
Alan Morgan,1996/97,1973-11-02,,Alan,Morgan,"Morgan, Alan"
Alan Morgan,1997/98,1973-11-02,,Alan,Morgan,"Morgan, Alan"
Alan Morgan,1998/99,1973-11-02,,Alan,Morgan,"Morgan, Alan"
Alan Morgan,1999/00,1973-11-02,,Alan,Morgan,"Morgan, Alan"
Alan Morgan,2000/01,1973-11-02,,Alan,Morgan,"Morgan, Alan"
Alan Morgan,2001/02,1973-11-02,,Alan,Morgan,"Morgan, Alan"
Brian Morley,1981/82,1960-10-04,,Brian,Morley,"Morley, Brian"
Kieron Morris,2018/19,1994-06-03,,Kieron,Morris,"Morris, Kieron"
Kieron Morris,2019/20,1994-06-03,,Kieron,Morris,"Morris, Kieron"
Kieron Morris,2020/21,1994-06-03,,Kieron,Morris,"Morris, Kieron"
Kieron Morris,2021/22,1994-06-03,,Kieron,Morris,"Morris, Kieron"
Kieron Morris,2022/23,1994-06-03,,Kieron,Morris,"Morris, Kieron"
Kieron Morris,2023/24,1994-06-03,,Kieron,Morris,"Morris, Kieron"
Kieron Morris,2024/25,1994-06-03,,Kieron,Morris,"Morris, Kieron"
Johnny Morrissey,1985/86,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1986/87,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1987/88,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1988/89,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1989/90,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1990/91,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1991/92,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1992/93,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1993/94,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1994/95,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1995/96,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1996/97,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1997/98,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Johnny Morrissey,1998/99,1965-03-08,,Johnny,Morrissey,"Morrissey, Johnny"
Sam Morrow,2010/11,1985-03-03,,Sam,Morrow,"Morrow, Sam"
